"benchmark","size","mode","baseline_ms","current_ms","ratio","delta_pct"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentAreaMapping","1000","avgt","0.118391435464415","0.114553596287703","0.96758347289517","-3.24165271048299"
"laughing.man.commits.benchmark.CsvLoadJmhBenchmark.csvTypedLoad","10000","avgt","9.52998181818182","9.17453636363636","0.962702399508536","-3.72976004914636"
"laughing.man.commits.benchmark.CsvLoadJmhBenchmark.csvTypedLoadMultiline","10000","avgt","6.35108125","6.05325882352941","0.9531068152418","-4.68931847581998"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentScatterMapping","100000","avgt","5.25040526315789","4.92391428571429","0.93781604255683","-6.21839574431704"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeAreaMapping","100000","avgt","4.127075","3.83086153846154","0.928226780095234","-7.17732199047657"
"laughing.man.commits.benchmark.StatsQueryJmhBenchmark.fluentGroupedMetrics","1000","avgt","0.0701273638968481","0.0646633637548892","0.922084620919217","-7.79153790807833"
"laughing.man.commits.benchmark.PojoLensJoinJmhBenchmark.pojoLensJoinLeft","10000","avgt","7.22952857142857","6.4314375","0.889606761555288","-11.0393238444712"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.areaPayloadJsonExport","100000","avgt","0.00272204602985248","0.00241350144054133","0.886649753190295","-11.3350246809705"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeScatterMapping","10000","avgt","2.04916326530612","1.77608928571429","0.866738788355626","-13.3261211644374"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.linePayloadJsonExport","10000","avgt","0.00245759074569583","0.00198626346241359","0.808215715286318","-19.1784284713682"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeBoundScatterMapping","10000","avgt","2.04288979591837","1.64361639344262","0.804554605307892","-19.5445394692108"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeLineMapping","100000","avgt","5.061365","4.060576","0.802268953138136","-19.7731046861864"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndExplainExecution","1000","avgt","0.920347321428572","0.727942446043165","0.790943189700652","-20.9056810299348"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterHavingComputed","10000","avgt","1.67531803278689","1.21442023809524","0.724889372840484","-27.5110627159516"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentLineMapping","100000","avgt","5.55512222222222","3.95757307692308","0.712418722506509","-28.7581277493491"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterBooleanDepth","1000","avgt","0.545939784946237","0.385960536398467","0.706965396259729","-29.3034603740271"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowBaseline","1000","avgt","0.583427011494253","0.407004435483871","0.697609859443198","-30.2390140556802"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterHaving","10000","avgt","1.88582407407407","1.269895","0.673389961162474","-32.6610038837526"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowBaseline","10000","avgt","2.08639591836735","1.39868767123288","0.670384589482605","-32.9615410517395"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterHavingComputed","1000","avgt","0.482352153110048","0.322242948717949","0.668065741264411","-33.1934258735589"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterHaving","1000","avgt","0.5080845","0.338635016835017","0.666493500264261","-33.3506499735739"
